"","noise_price","noise_demand","cost","time","emotion","price","mu0","mut","structural","outcome","price_sensitive","price_category","ps_low","ps_medium","ps_high","predicted_treatment"
"1334",1.16070431755911,0.31037048735079,1.08383434067527,11.6060708942737,6,45.2298818610969,380.165784693187,1556.89255529043,1556.89255529043,1557.20292577778,4.66942974488644,"high",0.0131532214240126,0.0204309992368747,0.980641241588517,"high"
"1342",0.839586700965272,1.22867436802802,-1.67562459508953,11.012051742608,5,29.226311381837,227.861204168945,543.099718075095,543.099718075095,544.328392443123,2.55722408337891,"high",0.00683484179272369,0.00613761781635675,0.994856530936618,"high"
"1345",1.78711109322688,0.469772006293717,2.00325343690068,9.25600422702463,7,21.5080406942877,26.141073486244,-175.731087611758,-175.731087611758,-175.261315605464,-1.05512752162509,"high",0.0358781105378571,0.69515455916015,0.263051748212181,"medium"
"1347",0.435790250843487,0.672581310945235,0.827445370921247,10.2522649606533,5,27.6830000382878,129.35652334214,155.258186946009,155.258186946009,155.930768256954,0.587130466842794,"high",0.00745203640602964,0.0302639902892315,0.986225700802459,"high"
"1349",-2.50565463667776,-0.697232359908842,-0.636690774875192,10.9843405297945,5,28.3363159806847,223.597254122637,517.153706877671,517.153706877671,516.456474517762,2.47194508245274,"high",0.00683484179272369,0.0172120218336238,0.995043195916479,"high"
"1351",1.12925965856819,-0.214999587712824,-1.6148999417558,3.83650722982744,5,21.6724368266198,-60.8845081415255,-452.905315702667,-452.905315702667,-453.12031529038,-3.21769016283051,"high",0.024978640313837,0.700211382952362,0.234813112313565,"medium"
"1371",0.942407540291864,0.115928214411453,0.770112790166236,7.11271456429069,1,16.4754818737973,74.8895425856023,0.567890240640729,0.567890240640729,0.683818455052182,-2.51104574143977,"low",0.849576891414293,0.306259319791294,0.00561918993702192,"low"
"1373",-0.385097646371391,0.0220309199487736,-0.381818193489044,4.5848115019337,3,19.1708884926603,37.6206742316743,-120.307812608836,-120.307812608836,-120.285781688887,-2.07931085894419,"medium",0.0197343695199,0.814033207696676,0.0185222774836404,"medium"
"1384",-1.22483329382802,-1.35918475831553,-0.755874606450551,6.19961247401065,2,17.6108937401099,45.0630255886698,-86.9076837676569,-86.9076837676569,-88.2668685259725,-2.74684872056651,"medium",0.0416000270745448,0.77942510646893,0.017377258760578,"medium"
"1385",-0.144180185872156,-1.52101717117511,-0.873277287805493,9.82153109965463,4,24.357616684832,90.6296551696345,19.0904950416964,19.0904950416964,17.5694778705213,-0.234258620759138,"high",0.00683484179272369,0.0172120218336238,0.994952389477793,"high"
"1386",0.632416697519385,0.0816720390208823,0.85135775852003,9.6352542328086,5,23.5750917263247,73.2909132286728,-36.8261872800167,-36.8261872800167,-36.7445152409959,-0.534181735426543,"high",0.00745203640602964,0.066564872521158,0.931498792180832,"high"
"1389",-0.268626172213725,0.670129305800354,-0.68558330714385,1.24838963474441,1,17.5798045656065,69.0999063208699,-20.3814636041472,-20.3814636041472,-19.7113342983468,-3.09000936791301,"medium",0.26250074125585,0.659893361036727,0.0101107226567591,"medium"
"1391",0.0833683829023691,1.04134012495872,-0.250215042392929,11.6946072121001,2,38.9267808897567,200.687237149636,514.77667726201,514.77667726201,515.818017386969,5.03436185748182,"high",0.00683484179272369,0.0190158457233969,0.994833500150609,"high"
"1395",1.10134215320705,0.676492910927605,-0.45948175405846,8.53699429937347,4,21.6023212979218,29.1637308651895,-167.063696270278,-167.063696270278,-166.38720335935,-1.77090672837026,"high",0.0127631477108766,0.792748028117665,0.0257633579571374,"medium"
"1397",-1.74009218490607,-0.257192383549569,-0.0611087443572912,3.75635356673906,4,13.747769072502,-29.4656782462235,-234.94764112562,-234.94764112562,-235.204833509169,-3.23664195615559,"low",0.943379138270044,0.113425688375391,0.00795204214159237,"low"
"1400",-1.37080005551869,-0.825715495604615,1.57172537926215,8.06164664580922,1,14.0524209227139,79.052155964554,21.5105219381812,21.5105219381812,20.6848064425766,-2.0947844035446,"low",0.851394319867637,0.219186772605887,0.00685476143189939,"low"
"1402",0.406460013593151,0.6122901032982,-1.29205460682195,11.4622985311639,1,32.4189665878495,141.058142738439,209.326465322402,209.326465322402,209.9387554257,4.10581427384392,"high",0.00683484179272369,0.0107454905317009,0.994909677701865,"high"
"1408",0.179640110507447,-0.289991170255751,1.13002337531397,2.04428219239943,7,11.3988438909662,-133.571495293183,-422.613684297771,-422.613684297771,-422.903675468027,-3.33673564704548,"low",0.988740044814345,0.00984120931374545,0.00467100285039636,"low"
"1409",-1.01893799369614,-0.954903611215212,-1.86739474761855,8.89510640947587,1,22.3345995520449,85.4630512193279,8.32615914274815,8.32615914274815,7.37125553153294,-1.45369487806721,"high",0.00732659325563496,0.190027376380684,0.957133119146262,"high"
"1411",0.697898916299078,0.825234228467596,0.286207799565889,3.01512709760727,6,14.7047572840546,-100.714178215327,-425.269020195924,-425.269020195924,-424.443785967457,-3.34523630358879,"low",0.970984557831991,0.0463205807829866,0.00656643379858094,"low"
"1413",1.99676240969643,1.48729444517412,-0.569664920198706,5.49049288318669,1,21.801417442928,78.6229273076483,-11.5849561255851,-11.5849561255851,-10.097661680411,-2.13770726923517,"high",0.0170667524695716,0.814033207696676,0.0336574543636363,"medium"
"1414",0.354490778702517,-0.340752848936374,-0.275876049709313,5.14488765251226,5,22.2705023715177,43.3948589810737,-127.208638492171,-127.208638492171,-127.549391341108,-1.13210282037853,"high",0.0069171190945887,0.363569569103854,0.637858950659708,"high"
"1418",-2.34906072013067,-0.357760204867283,0.66451698852959,7.51761970514397,1,13.9933054832914,76.37442035696,15.3278140738881,15.3278140738881,14.9700538690208,-2.362557964304,"low",0.800329605419049,0.321709647279722,0.00595434603896798,"low"
"1423",0.22525224425446,0.622372907827803,1.02392766455384,5.35617121253996,6,18.2854557213245,-3.47795141639725,-229.263012734836,-229.263012734836,-228.640639827008,-1.72463252360662,"medium",0.177690071964385,0.743134950843441,0.0148731257093008,"medium"
"1425",-0.358100643530244,-0.290118645001104,-0.924812514259561,11.6359349663267,5,34.5840746007737,339.548843480919,1098.83820162669,1098.83820162669,1098.54808298169,4.79097686961839,"high",0.00683484179272369,0.0172120218336238,0.994952389477793,"high"
"1428",0.615040539961188,0.928313175624938,-0.805528759053064,5.53155841521967,2,20.6829749462288,55.0500776523811,-79.2856840151497,-79.2856840151497,-78.3573708395247,-2.24749611738094,"medium",0.0183219931774494,0.814033207696676,0.0434338503974576,"medium"
"1432",0.688388380233928,-0.647544857695787,1.2487856429354,9.02150710026738,7,20.0635741425854,7.32952195645039,-218.72772703428,-218.72772703428,-219.375271891976,-1.32386397205071,"medium",0.0175642440779863,0.834570086656455,0.0834740313800279,"medium"
"1433",-0.495673028229769,0.357193196797202,0.753409483522948,8.44936933689673,1,17.6046608441288,81.6176035203986,14.0466962795722,14.0466962795722,14.4038894763694,-1.83823964796014,"medium",0.114267158955306,0.804218252849139,0.00844946578239418,"medium"
"1439",-0.336082193443942,0.347245701880087,0.583800331363804,5.12436634830575,1,20.7392553158422,89.0488807192549,24.8585642118091,24.8585642118091,25.2058099136892,-1.09511192807451,"medium",0.00478057706049857,0.399052947812091,0.347823355649114,"medium"
"1441",0.209299543607921,0.501642810761198,-0.594779948966357,1.60598726280926,3,17.424837124173,2.90540257109225,-201.13002626084,-201.13002626084,-200.628383450079,-3.23648658096359,"medium",0.504727271943095,0.493946970734423,0.0101107226567591,"low"
"1447",-0.246579952949988,-0.584610048328293,0.471993175041312,11.667169835591,6,41.834877073054,395.187049596675,1546.42868879401,1546.42868879401,1545.84407874568,4.91978415994459,"high",0.00372936377476638,0.0261306901372432,0.991268296296823,"high"
"1455",0.0729449381013257,-1.74257997278355,2.51946118956168,4.17404684720979,1,8.33217966793471,69.6695661130357,27.733344321906,27.733344321906,25.9907643491225,-3.03304338869643,"low",0.991085891533863,0.0149367010845505,0.00467100285039636,"low"
"1457",-2.50205932097664,-1.31086146162953,-0.23208547686212,5.49547743192328,5,16.5425654685206,-7.57874133611978,-218.626709430541,-218.626709430541,-219.937570892171,-2.1515748267224,"low",0.0200655873135236,0.777502518565467,0.0188181297372114,"medium"
"1474",-0.148796567648478,-0.188352192414328,-0.683151545332317,9.21417654706443,7,22.2890992691962,22.5899773204652,-194.528189211415,-194.528189211415,-194.71654140383,-1.1058574668505,"high",0.00683484179272369,0.333380068780235,0.829875720425,"high"
"1478",1.58085218765231,1.08995153710904,-0.490706190727265,4.13310464093982,1,18.8709941625646,69.2747895977862,-26.4487253417174,-26.4487253417174,-25.3587738046083,-3.07252104022138,"medium",0.439214750761756,0.505889071885202,0.00814048011423694,"medium"
"1481",-0.0550243291314182,0.567510701616077,0.923635210322917,4.20197631739341,4,13.1674868739041,-20.067112926078,-204.500300018056,-204.500300018056,-203.93278931644,-3.00167782315195,"low",0.982748346200748,0.0386559300332731,0.00467100285039636,"low"
"1485",-0.942690367348376,-1.80599818599187,0.145254992097661,9.6304824074355,3,22.3542712386233,83.7561177236137,2.73556020890668,2.73556020890668,0.929562022914803,-0.54146274254621,"high",0.00441324529151229,0.0566603308717521,0.968090984688199,"high"
"1488",1.89299610405398,1.61126038580458,-0.923597709415374,6.20618125675059,3,21.1916729710547,17.6268997748883,-199.318826325469,-199.318826325469,-197.707565939664,-2.74577000750372,"medium",0.0201171495053189,0.777033928927891,0.0294189115862378,"medium"
"1492",0.0901819651277433,-0.0935326382904059,0.694356041871288,9.09440827718375,4,20.4931986751547,50.2269598504154,-92.7603175450832,-92.7603175450832,-92.8538501833736,-1.24432600373961,"medium",0.00567304765075762,0.690384574316298,0.123204234153148,"medium"
"1499",-0.0762061024012604,0.676058479481771,0.67996613010337,11.7050146639838,7,43.6113078360983,455.472286821897,1918.51080392886,1918.51080392886,1919.18686240834,5.07817552602709,"high",0.00567304765075762,0.0305607350691152,0.986576141680891,"high"
"1500",0.723206715388403,1.49793143657794,-0.128065917714259,8.48317540002182,3,20.5172359508444,45.6188343946878,-106.990758107614,-106.990758107614,-105.492826671036,-1.81270552017707,"medium",0.0161231281476328,0.771112046461964,0.0244164259786747,"medium"
"1502",-0.127248730171015,-0.364583043163125,-0.695873872533683,1.27515497222967,5,17.7223584208066,-55.1649617567843,-365.598585258846,-365.598585258846,-365.963168302009,-3.10329923513569,"medium",0.26250074125585,0.659893361036727,0.0110802994337985,"medium"
"1506",0.243483476500131,-1.22929492738158,1.45125325273527,3.21195454564107,5,10.4496014259865,-66.1765935405144,-260.723713275141,-260.723713275141,-261.953008202523,-3.32353187081029,"low",0.988740044814345,0.00723462587633747,0.00467100285039636,"low"
"1508",0.340975434845349,-0.0414648506133779,-1.71514015337693,1.57375371981743,2,21.1961596947116,35.4822123046755,-143.663040198708,-143.663040198708,-143.704505049321,-3.22588938476623,"medium",0.0256259050215287,0.700211382952362,0.236307389448139,"medium"
"1509",-0.0458864961783709,0.293036908732372,-0.43846898309575,2.08013814992214,3,16.39427970436,-0.250597119139798,-197.392789497888,-197.392789497888,-197.099752589156,-3.34168657063799,"low",0.765390980406967,0.274018317000961,0.00814048011423694,"low"
"1515",-0.192537717859191,0.743410035939221,1.36527620118874,2.09077555191035,4,10.2140359880413,-33.7228218468784,-190.735865299607,-190.735865299607,-189.992455263667,-3.34307054617196,"low",0.988740044814345,0.00723462587633747,0.00467100285039636,"low"
"1518",0.507551382752241,0.0105864682115817,0.0483054528011686,4.65703606109934,2,19.9621859825705,63.616734044248,-48.936590087098,-48.936590087098,-48.9260036188864,-1.8191632977876,"medium",0.0241221273433593,0.739923972768921,0.0174772604773825,"medium"
"1545",-0.563348750039564,-1.94844027883942,0.46828101791121,9.45641341045471,3,21.6827127715242,76.1789330430771,-18.8370277737918,-18.8370277737918,-20.7854680526312,-0.794035565230764,"high",0.00372936377476638,0.169671729296483,0.816902323500934,"high"
"1552",0.18927490762008,-0.828619720982802,-1.38662813648554,10.6936331524679,2,27.8379453615616,132.83397354125,168.561118962554,168.561118962554,167.732499241572,1.6416986770625,"high",0.00683484179272369,0.0107454905317009,0.994961022940183,"high"
"1565",-0.17539468373353,-1.49341020906845,0.70065654843592,11.1666720149982,5,36.1253892863238,252.686203409414,732.020278518355,732.020278518355,730.526868309287,3.05372406818828,"high",0.00567304765075762,0.0305607350691152,0.986576141680891,"high"
"1566",1.67874262401745,1.91817527076919,1.75612962091194,9.51164140985618,4,23.2705123906487,71.3361030499813,-41.9072786452848,-41.9072786452848,-39.9891033745157,-0.716597423750469,"high",0.0246514074976701,0.294800946315554,0.680973581584359,"high"
"1568",2.00137572321212,-0.157538439655571,1.0972465075053,8.05656566871287,3,18.4064177925752,37.0677996926025,-115.580673038946,-115.580673038946,-115.738211478602,-2.09774001024658,"medium",0.712426570480325,0.356351017622879,0.0069072523741102,"low"
"1570",0.319914806973131,1.06077418591034,-0.849075842118554,11.3208034685489,6,33.0306551169163,315.090995608265,959.48933484351,959.48933484351,960.55010902942,3.58484992680442,"high",0.00683484179272369,0.0172120218336238,0.994952389477793,"high"
"1575",0.712872360108638,0.816484033486115,1.12813078293588,7.4993199741387,5,15.9289163825869,-18.5034643035647,-239.124474462573,-239.124474462573,-238.307990429087,-2.37006928607129,"low",0.94935718918663,0.148938714737531,0.0054796833595603,"low"
"1586",0.118266048338581,0.887971903851125,0.0485818940469386,1.31846709674709,7,15.5946017919691,-118.677575710747,-490.885750698914,-490.885750698914,-489.997778795063,-3.12396536729639,"low",0.933279625062832,0.156397741600104,0.00747975482682245,"low"
"1600",0.0113010838631418,-1.14894101314824,-0.840090001252659,6.48488820538577,3,19.2086563071582,19.4043532359646,-173.8263672327,-173.8263672327,-174.975308245848,-2.68652155880118,"medium",0.0239613024320104,0.77942510646893,0.0219218136447572,"medium"
"1601",-0.843852452275683,-1.49925270756096,-0.999771163903633,9.75947676902418,3,23.4808020108819,89.8709758905317,19.1256109009806,19.1256109009806,17.6263581934197,-0.337634136982276,"high",0.00683484179272369,0.0189777592413921,0.990278308784298,"high"
"1604",-0.6481370968874,-1.02198855732194,-0.716996563170732,11.5271273539747,5,34.2956868602835,317.779434685855,996.077590624854,996.077590624854,995.055602067532,4.35558869371711,"high",0.00683484179272369,0.0172120218336238,0.995043195916479,"high"
"1607",0.480948955531714,-0.454073418709791,-0.121843945726354,9.9900173380595,2,25.6673060818712,101.294975830534,53.2842177678858,53.2842177678858,52.830144349176,0.0647487915267,"high",0.00608595780532543,0.0236165683130963,0.994833500150609,"high"
"1615",0.0953815179304178,-0.66785200932728,-0.217443075864988,11.0855287033887,5,32.855224762879,239.437277592458,631.851137629116,631.851137629116,631.183285619789,2.78874555184916,"high",0.00683484179272369,0.0191357584626054,0.994833500150609,"high"
"1620",1.70568509746983,1.08623264421014,-1.81695339885731,1.65072843474301,4,22.8603053180975,-30.0161726734396,-372.957723670166,-372.957723670166,-371.871491025956,-3.25040431683599,"high",0.0256259050215287,0.605824433310738,0.387530756075608,"medium"
"1622",-0.806631409760246,0.565679170519089,-0.71650988398635,4.57569671932657,5,19.3720585606325,-5.56888325892797,-248.821659247446,-248.821659247446,-248.255980076927,-2.11137766517856,"medium",0.0186060961677539,0.814033207696676,0.0361964396244084,"medium"
"1632",-0.0637313276480845,-1.32794787048362,-0.197094868465046,6.88402504820911,6,17.7014213455303,-54.871755995387,-364.419619426097,-364.419619426097,-365.747567296581,-2.58119593325645,"medium",0.292916468451476,0.57889240568563,0.00944966074444779,"medium"
"1634",-0.480921933758838,-0.562014216500107,0.192934472155457,9.13520216294466,3,20.6930762694868,64.0518604739343,-51.7220513609426,-51.7220513609426,-52.2840655774428,-1.19827131753552,"medium",0.00441324529151229,0.480569397996314,0.417484345535009,"medium"
"1641",-1.20672053180192,-1.12431086187672,-0.44894672642416,2.75233411650902,6,15.2103693312734,-101.867445713369,-439.336024902027,-439.336024902027,-440.460335763904,-3.36445742855615,"low",0.764946978920591,0.282248384088313,0.00814048011423694,"low"
"1642",0.45590225319595,0.602467873361201,-0.776907419891872,7.07049009723786,1,19.8433877964024,74.7535729865078,-15.0306667765264,-15.0306667765264,-14.4281989031652,-2.52464270134922,"medium",0.0229035685485614,0.823599931561586,0.0199961425330209,"medium"
"1651",0.845478087330155,0.398847809669487,0.0104423853476895,3.47183641638017,2,15.9493148549735,34.254425326172,-102.50389146318,-102.50389146318,-102.105043653511,-3.2872787336914,"low",0.943379138270044,0.0959260242087011,0.00747975482682245,"low"
"1653",0.60305092873671,2.42123130388438,-0.148793078924099,5.74296179564342,5,18.1028239082477,-31.5272308903281,-305.834308701528,-305.834308701528,-303.413077397643,-2.63054461780656,"medium",0.380552171805291,0.499487986504722,0.00944966074444779,"medium"
"1659",-2.20764907925645,-1.20165380851624,-0.713659948297494,7.20423305089054,3,17.1211636850368,25.5860400361219,-136.061646233285,-136.061646233285,-137.263300041802,-2.48046533212927,"medium",0.0275188210161079,0.823599931561586,0.0148565442384261,"medium"
"1663",-0.311010529724913,-0.194998735841844,-1.34600809400461,9.74002005151668,3,24.0781305336176,88.9202794564492,14.0861226368519,14.0861226368519,13.89112390101,-0.36932401811836,"high",0.00683484179272369,0.0122806878078364,0.990546637974497,"high"
"1669",0.0175293033788285,-0.450768980925722,-0.13741809834041,10.8161642382434,7,30.6786441442253,238.433781974765,601.772567160623,601.772567160623,601.321798179697,1.97762545678236,"high",0.00608595780532543,0.0236165683130963,0.994833500150609,"high"
"1670",0.328431339482526,-1.17600644771805,0.471361124140337,7.19703699880977,7,16.7092948111999,-73.8048953720422,-397.639208634562,-397.639208634562,-398.81521508228,-2.48292707674346,"low",0.649528705453361,0.447517591992751,0.00743297653960044,"low"
"1677",-0.0453760444289467,0.129409280181564,-0.854066588519242,8.89065283301675,5,21.8256625700062,27.0955620331711,-175.674529398837,-175.674529398837,-175.545120118655,-1.45808875933658,"high",0.00732659325563496,0.694949440271843,0.490703550468814,"medium"
"1679",0.0205397817528594,0.917359827814864,0.885618180553243,2.31397529144218,6,11.9504966348015,-101.82183435878,-366.90994286179,-366.90994286179,-365.992583033975,-3.36369723931301,"low",0.984337958203048,0.0157725279297022,0.00467100285039636,"low"
"1684",-0.469532347679934,-0.366910313350963,0.239099729263145,4.52624151901733,4,17.1464729987011,8.81423517887481,-181.83013625566,-181.83013625566,-182.197046569011,-2.27964412052813,"medium",0.176555930194944,0.616388724178876,0.0108283163944268,"medium"
"1711",-0.478258906479569,-0.264757436152804,-0.195877617268736,7.11881442216212,1,17.4860424883788,74.9094452921532,-3.93609025244447,-3.93609025244447,-4.20084768859728,-2.50905547078468,"medium",0.194805595340238,0.67982561699922,0.00950856930602046,"medium"
"1714",0.0783035789770249,-0.478252424765956,0.595233757263921,10.2590749428858,4,27.2414625937202,124.066963772496,135.145967920343,135.145967920343,134.667715495577,0.601674094312401,"high",0.00454672011939476,0.0261306901372432,0.986576141680891,"high"
"1717",1.69994288221663,0.476921494683633,0.183957203806782,1.19289825205643,2,16.9533257881684,38.7767079130648,-98.9237853206727,-98.9237853206727,-98.446863825989,-3.06116460434676,"low",0.958024657286429,0.106182042964457,0.00679427266547864,"low"
"1725",2.26348258968771,-0.644044732648866,-0.0389323107629581,8.07406828924107,1,21.0822007741606,79.1248209624018,-7.04905215263912,-7.04905215263912,-7.69309688528799,-2.08751790375982,"medium",0.0467263041430775,0.771112046461964,0.0173162516882834,"medium"
"1731",-0.545191128659061,-0.726976287176845,-0.334838098009578,3.86457721749735,2,15.8995761001964,35.7995267397807,-98.07565648756,-98.07565648756,-98.8026327747369,-3.21002366301097,"low",0.775942335784868,0.253366968846976,0.00805680407445391,"low"
"1736",-0.24943934654729,-1.51050276274098,0.874758901730047,4.47641290752612,1,15.3099436939198,75.6356015975142,7.71395744184593,7.71395744184593,6.20345467910495,-2.43643984024858,"low",0.915618678491456,0.196023132238817,0.0053923811526559,"low"
"1738",2.10613751658818,1.4136176197915,1.23804744387537,5.43354530654803,6,18.7564103519795,-18.2109536316109,-277.445089776902,-277.445089776902,-276.03147215711,-1.97018256052685,"medium",0.729362509452543,0.272520290690483,0.00758482669196578,"low"
"1739",-2.00685953384651,0.345022392067611,-2.34216236774826,7.88911704839818,4,21.5525185635184,12.4025849537394,-219.496943563373,-219.496943563373,-219.151921171305,-2.18993537615651,"high",0.0169853555797763,0.0818905448767972,0.982686446574555,"high"
"1740",0.80355151860344,0.462370250604733,-0.938040279310764,4.41869724051072,3,20.446054312076,22.0523492369195,-178.2119494873,-178.2119494873,-177.749579236695,-2.59825502543602,"medium",0.022220686511324,0.786038093054202,0.0448886525128545,"medium"
"1754",0.418174436270656,0.0232262257412387,0.545978611834121,5.01332315618977,3,21.8766108636624,70.037352503011,-39.2639871979854,-39.2639871979854,-39.2407609722442,-0.9987549165663,"high",0.00478057706049857,0.351198852491871,0.428002569115141,"high"
"1755",-1.3944865550162,-0.125911476714435,-1.30896435996989,4.73228314483075,3,20.9809647689915,53.4389113890197,-86.2126741242505,-86.2126741242505,-86.3385856009649,-1.55203628703268,"medium",0.00741474602904781,0.52824724554993,0.849028786527551,"high"
"1757",0.510924674378288,1.55882966154807,-0.427317248256807,9.14478533692616,5,22.4564092793551,40.6355992989506,-137.588347136399,-137.588347136399,-136.029517474851,-1.18728801402099,"high",0.00683484179272369,0.403506247597506,0.637858950659708,"high"
"1758",-0.762714734416542,-0.97525871623093,-0.777502979676196,7.65022163989498,1,19.1132836050404,76.9448435085122,-5.34769815960814,-5.34769815960814,-6.32295687583907,-2.30551564914879,"medium",0.020801426447239,0.830240375214037,0.0317322081112159,"medium"
"1767",-2.28619261309289,-1.00545747600871,-1.47194226497707,7.07698034962909,2,18.8591703007802,49.5485412916152,-83.3170644803664,-83.3170644803664,-84.3225219563751,-2.52257293541924,"medium",0.0169905247744303,0.638558131031432,0.286878880061777,"medium"
"1771",0.180979616124802,-0.196347084491805,0.517447835178713,11.2938071850014,7,37.4538203396921,344.239258378671,1184.10094802073,1184.10094802073,1183.90460093624,3.48913226255245,"high",0.00434022423108949,0.0261306901372432,0.986576141680891,"high"
"1778",0.744841233082894,0.888491167720572,0.630642138678417,2.984476510562,3,13.5891029126799,-0.442879160994309,-164.113947162816,-164.113947162816,-163.225455995096,-3.34809597203314,"low",0.981659446761148,0.0242719436483515,0.00496304267608391,"low"
"1787",1.58447234809625,-0.348604638286385,0.246454286313599,10.317402698554,1,28.9490474874584,107.283562098289,70.4706856294947,70.4706856294947,70.1220809912083,0.728356209828912,"high",0.00441324529151229,0.025883833331345,0.991268296296823,"high"
"1809",-0.0801971705994046,-0.291842103922735,-0.0995552070199887,10.4092126539649,1,27.6334190568493,109.355862362961,79.9424707806521,79.9424707806521,79.6506286767293,0.935586236296077,"high",0.00608595780532543,0.0236165683130963,0.994833500150609,"high"
"1812",0.181720892261658,-0.367575862780273,0.940822400278846,7.47861213338017,3,15.8086001675497,28.645954275569,-115.772003978989,-115.772003978989,-116.13957984177,-2.37846819081437,"low",0.903039271799457,0.222349686556378,0.0054796833595603,"low"
"1814",-1.58070297032217,-3.75274850707179,1.68357453916907,8.58552152732451,6,15.3074570538379,-3.91857639501598,-193.60640502896,-193.60640502896,-197.359153536032,-1.73197627325027,"low",0.46137179531258,0.491873307204349,0.0107627765507961,"medium"
"1815",0.0994027847827752,0.0958090833443118,-0.37962122713876,7.20869498393791,7,18.6036570933672,-73.5253708770468,-433.553334743377,-433.553334743377,-433.457525660032,-2.4789338696721,"medium",0.0755128143859773,0.823599931561586,0.00950856930602046,"medium"
"1820",0.495691325325707,1.69632524582482,-0.124644727467388,2.00752992508436,7,15.9173233709091,-133.183621938516,-536.184180199852,-536.184180199852,-534.487854954027,-3.33119459912166,"low",0.939521031204478,0.0959260242087011,0.00805680407445391,"low"
"1823",0.43631212993767,-0.602353413319653,-0.183242469359329,9.23182862293028,5,22.3812527675444,45.7699264285193,-120.366277527153,-120.366277527153,-120.968630940473,-1.08460147142961,"high",0.00608595780532543,0.388057580399167,0.711024360432027,"high"
"1832",-0.58730640006877,0.0610687410663208,0.712869890884423,2.9468655019164,6,11.9693966612204,-101.083754148143,-365.70766902323,-365.70766902323,-365.646600282164,-3.35139590246906,"low",0.981659446761148,0.0242719436483515,0.00496304267608391,"low"
"1841",-1.87721426591749,0.177295763911465,-0.742796933457033,5.12400613466125,6,20.6522520095498,34.3293363060213,-142.599877337323,-142.599877337323,-142.422581573411,-1.09451106156631,"medium",0.0069171190945887,0.296929062745359,0.837048627269427,"high"
"1842",-1.93513043218455,-0.586587955933943,0.195305444086739,10.2424905250091,2,24.8745156468001,111.326905115338,89.7530016738674,89.7530016738674,89.1664137179334,0.566345255766901,"high",0.00441324529151229,0.0243799508889648,0.991268296296823,"high"
"1843",-0.879206281666581,0.323016549033338,0.307884818511949,1.45844343929123,3,13.588753030569,4.48239948842343,-152.491614915151,-152.491614915151,-152.168598366117,-3.18392001705255,"low",0.968525864867384,0.0782268605385197,0.00656643379858094,"low"
"1852",-0.581366988188425,-1.0600556181715,1.835539103629,11.3671627208346,1,42.5613029223231,137.519435830631,212.0844373722,212.0844373722,211.024381754028,3.7519435830631,"high",0.0246514074976701,0.0223234450325379,0.980921365311118,"high"
"1862",-0.0477302524757363,1.83682792951831,0.870757920201821,4.18529846145561,3,13.2592220912719,9.37396837535103,-137.307543863378,-137.307543863378,-135.47071593386,-3.02086772082163,"low",0.982748346200748,0.0386559300332731,0.00467100285039636,"low"
"1863",0.73551663919361,0.369536261498945,-0.316802145003357,4.73825497548728,7,21.6255744248388,-7.22129732963593,-282.344660712295,-282.344660712295,-281.975124450796,-1.5317328189948,"high",0.00741474602904781,0.688969486092108,0.0985615597958549,"medium"
"1864",0.176393080504046,-1.29856010273041,1.41102388368419,5.94418155029499,5,13.0373772061411,-37.5986187613221,-243.06588275714,-243.06588275714,-244.364442859871,-2.75197237522644,"low",0.982359225677922,0.0523242607750193,0.00509530222736787,"low"
"1875",-0.576027395616908,-0.435202938766094,0.869403272250623,10.3834255219077,4,27.8151119881431,135.055941654668,176.934211975823,176.934211975823,176.499009037057,0.876398541366705,"high",0.0103100682938957,0.0283450624588831,0.980641241588517,"high"
"1878",0.601378014443113,1.94899647503955,-0.0702878160939858,7.67398753010652,1,18.8783208330975,77.0521581666697,-4.02615555520393,-4.02615555520393,-2.07715908016438,-2.29478418333303,"medium",0.125517675064322,0.757291518633859,0.0124772605800225,"medium"
"1879",0.877554322912879,1.65554951369289,-0.156823848295131,2.28606974430339,2,16.3189245993407,32.760903907832,-109.603919216441,-109.603919216441,-107.948369702748,-3.3619548046084,"low",0.939521031204478,0.0962232702015326,0.00805680407445391,"low"
"1883",-0.348839735566392,0.179755759255532,-0.0391850079471935,10.7572936825219,6,30.0213234444004,208.824695789118,475.488188002676,475.488188002676,475.667943761932,1.81374492981863,"high",0.00481545588393702,0.0236165683130963,0.994367078747698,"high"
"1887",2.01917037975729,1.75756473274904,2.45642005120726,11.6564818295856,6,53.6220239504702,392.530853428268,1853.89644840554,1853.89644840554,1855.65401313828,4.87551422380447,"high",0.0404869233467691,0.0223234450325379,0.980921365311118,"high"
"1889",0.544511543992873,-0.195205302847301,-0.712119684773271,11.1826387381791,1,32.6530366237696,131.070353778853,167.218420516748,167.218420516748,167.023215213901,3.10703537788525,"high",0.00683484179272369,0.0172120218336238,0.995043195916479,"high"
"1898",-0.55708466073674,0.0625167975375583,0.323532685973201,6.59095107731637,6,15.6010744100993,-59.6224577507022,-339.852790660065,-339.852790660065,-339.790273862528,-2.66037429584504,"low",0.812282449056006,0.30306894393043,0.00743297653960044,"low"
"1901",0.544826429210434,-1.88613010157282,-0.832391273867077,11.1193423462109,1,31.8264822789275,128.979657509147,157.558748567718,157.558748567718,155.672618466146,2.89796575091472,"high",0.00683484179272369,0.0172120218336238,0.994952389477793,"high"
